word,defid,score,place,rankings,average_ranking,std_ranking,equal,log_bin,familiar,meaning_opinion,proper_noun,formal
man brain,1382092,-4,1,"[2, 2, 3, 2, 1]",2,0.632455532,"['none', 'none', 'none', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
willy nilly,772975,-41,2,"[2, 1, 1, 2, 1]",1.4,0.489897949,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'none']",3,familiar_no,opinion,proper_noun_no,formal_no
rank,643049,-1,2,"[3, 2, 1, 3, 3]",2.4,0.8,"['non_offensive', 'all_offensive', 'non_offensive', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_unclear
shuft,2706796,-3,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
tfb,9588037,0,2,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
nerdfighteria,4191107,161,1,"[2, 3, 2, 3, 1]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",1,familiar_no,meaning,proper_noun_no,formal_no
baps,3321838,-61,2,"[2, 3, 3, 1, 2]",2.2,0.748331477,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
plumber,1357569,262,0,"[1, 2, 2, 2, 2]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
bo,108308,582,0,"[3, 3, 3, 2, 2]",2.6,0.489897949,"['none', 'none', 'none', 'non_offensive', 'none']",6,familiar_yes,meaning,proper_noun_no,formal_no
cheese,5388785,0,2,"[3, 3, 3, 1, 3]",2.6,0.8,"['non_offensive', 'none', 'none', 'non_offensive', 'non_offensive']",7,familiar_yes,meaning,proper_noun_no,formal_no
wonk,253166,232,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'non_offensive', 'none', 'none']",5,familiar_no,opinion,proper_noun_no,formal_yes
tyler,3000042,2947,1,"[1, 3, 3, 1, 1]",1.8,0.979795897,"['none', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",7,familiar_no,opinion,proper_noun_yes,formal_yes
hipster,6122279,19339,1,"[3, 3, 3, 1, 2]",2.4,0.8,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'none']",9,familiar_no,meaning,proper_noun_no,formal_no
surrender,277514,49,1,"[2, 3, 3, 1, 1]",2,0.894427191,"['none', 'non_offensive', 'all_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
douchebag,6977493,0,2,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",8,familiar_yes,meaning,proper_noun_no,formal_no
dustbuster,1228383,-16,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
chobo,482758,397,0,"[2, 3, 3, 2, 3]",2.6,0.489897949,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",3,familiar_yes,meaning,proper_noun_no,formal_no
make it hail,2889567,2,2,"[1, 2, 3, 1, 2]",1.8,0.748331477,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
applejack,6199963,222,1,"[3, 1, 2, 1, 2]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,opinion,proper_noun_no,formal_no
deuce deuce,5376,-198,2,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
cpc,393377,102,0,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
greeb,2891248,24,2,"[2, 2, 2, 3, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
shemale,75249,1893,0,"[3, 2, 2, 3, 1]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'all_offensive', 'none', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_no
derp,6925218,3515,0,"[2, 3, 2, 3, 2]",2.4,0.489897949,"['none', 'non_offensive', 'none', 'none', 'none']",7,familiar_no,opinion,proper_noun_no,formal_no
bush,938343,15405,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'all_offensive', 'none', 'non_offensive', 'none']",8,familiar_no,opinion,proper_noun_yes,formal_no
hater,3475606,-3,2,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
muggle,709109,332,0,"[3, 2, 1, 2, 1]",1.8,0.748331477,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
united states of america,1213835,-208,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_yes,formal_no
urban dictionary,1128968,38895,0,"[1, 2, 2, 2, 1]",1.6,0.489897949,"['all_offensive', 'none', 'none', 'none', 'all_offensive']",9,familiar_yes,meaning,proper_noun_yes,formal_yes
vision,1835634,-18,2,"[1, 3, 1, 2, 2]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,both,proper_noun_yes,formal_yes
42,676192,112,2,"[2, 3, 1, 2, 2]",2,0.632455532,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
mom,12064,2533,1,"[2, 3, 2, 3, 2]",2.4,0.489897949,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",6,familiar_yes,opinion,proper_noun_yes,formal_yes
pearl necklace,279550,3105,1,"[2, 2, 1, 1, 1]",1.4,0.489897949,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'all_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
scrilla,468151,1275,0,"[1, 3, 1, 3, 2]",2,0.894427191,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
dirty south,4960501,5,2,"[1, 1, 2, 1, 1]",1.2,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
joe,1668584,2231,1,"[2, 2, 2, 1, 3]",2,0.632455532,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
claire,3569081,2769,1,"[1, 2, 3, 1, 2]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_no,meaning,proper_noun_yes,formal_yes
my chemical romance,974186,3931,0,"[3, 2, 3, 3, 3]",2.8,0.4,"['non_offensive', 'none', 'all_offensive', 'all_offensive', 'none']",8,familiar_no,both,proper_noun_no,formal_yes
greg,2285681,1695,0,"[1, 2, 2, 1, 2]",1.6,0.489897949,"['none', 'none', 'none', 'non_offensive', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
quagmo,1462901,-2,2,"[1, 2, 2, 2, 2]",1.8,0.4,"['non_offensive', 'none', 'all_offensive', 'all_offensive', 'all_offensive']",1,familiar_no,meaning,proper_noun_no,formal_no
spongebob,709672,3784,0,"[3, 1, 3, 3, 3]",2.6,0.8,"['non_offensive', 'non_offensive', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
poser,4132511,-1,2,"[1, 1, 3, 1, 2]",1.6,0.8,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",8,familiar_no,both,proper_noun_yes,formal_no
goblin,3213139,116,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'all_offensive', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
keane,1078051,450,0,"[1, 3, 1, 3, 3]",2.2,0.979795897,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",3,familiar_no,both,proper_noun_yes,formal_yes
edward cullen,4318581,20,2,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'all_offensive', 'all_offensive']",7,familiar_no,opinion,proper_noun_yes,formal_no
bate,74829,247,0,"[2, 3, 2, 3, 3]",2.6,0.489897949,"['non_offensive', 'none', 'none', 'none', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
david letterman,2602868,126,1,"[3, 2, 2, 2, 2]",2.2,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",3,familiar_yes,meaning,proper_noun_yes,formal_no
embarrassing,2808625,130,0,"[2, 1, 1, 1, 1]",1.2,0.4,"['non_offensive', 'none', 'non_offensive', 'none', 'non_offensive']",2,familiar_yes,meaning,proper_noun_no,formal_no
nerdfighteria,3321127,387,0,"[1, 2, 3, 2, 2]",2,0.632455532,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",1,familiar_no,meaning,proper_noun_yes,formal_yes
facebook,5249457,2,2,"[1, 2, 2, 1, 1]",1.4,0.489897949,"['none', 'none', 'none', 'non_offensive', 'none']",8,familiar_yes,meaning,proper_noun_yes,formal_no
thread,130214,340,0,"[3, 3, 3, 3, 2]",2.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_yes,meaning,proper_noun_no,formal_yes
cracker,167971,10287,0,"[2, 3, 2, 2, 3]",2.4,0.489897949,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
gunning,1053615,-20,2,"[3, 2, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
segue,5695854,10,1,"[2, 1, 2, 1, 1]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
tooled out,1737433,0,2,"[1, 3, 3, 3, 2]",2.4,0.8,"['all_offensive', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
maplestory,5161612,-9,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'all_offensive', 'none', 'none', 'none']",5,familiar_no,both,proper_noun_no,formal_no
christian,2765093,7091,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
bombaclat,1816185,223,1,"[3, 1, 2, 2, 2]",2,0.632455532,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
closet,146747,313,1,"[2, 3, 1, 2, 1]",1.8,0.748331477,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'none']",3,familiar_yes,opinion,proper_noun_no,formal_no
chobo,218642,49,1,"[3, 2, 2, 3, 2]",2.4,0.489897949,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
adriana lima,1340077,787,0,"[1, 1, 3, 2, 2]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,opinion,proper_noun_no,formal_no
america,5240181,-18,2,"[1, 1, 2, 1, 2]",1.4,0.489897949,"['none', 'non_offensive', 'none', 'none', 'all_offensive']",7,familiar_no,opinion,proper_noun_yes,formal_no
luke,6432988,-28,2,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'none', 'non_offensive']",7,familiar_no,meaning,proper_noun_yes,formal_no
lit up,353400,83,0,"[1, 3, 1, 1, 2]",1.6,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
bunkie,2457713,20,0,"[2, 2, 3, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
ar-15,2250340,103,1,"[2, 1, 1, 3, 3]",2,0.894427191,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",2,familiar_no,both,proper_noun_no,formal_no
goblin,3215754,857,0,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'all_offensive', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
miley cyrus,2910804,8693,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'all_offensive', 'all_offensive', 'all_offensive', 'all_offensive']",7,familiar_no,opinion,proper_noun_yes,formal_no
katie holmes,1409407,256,1,"[1, 1, 1, 2, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,both,proper_noun_no,formal_no
grier,5220616,-2,1,"[3, 1, 3, 3, 3]",2.6,0.8,"['none', 'all_offensive', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
orangina,1609539,41,0,"[3, 2, 3, 3, 3]",2.8,0.4,"['none', 'all_offensive', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
sear,182708,-7,1,"[2, 2, 2, 1, 2]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
limewire,1370680,755,1,"[2, 1, 2, 2, 2]",1.8,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",5,familiar_no,both,proper_noun_no,formal_no
dubstep,2788946,3802,1,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
adriana lima,1052473,181,1,"[2, 3, 2, 1, 1]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,meaning,proper_noun_yes,formal_yes
twix,1253305,-10,2,"[1, 2, 1, 1, 1]",1.2,0.4,"['all_offensive', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
greeb,2973530,28,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
tokyo sandblaster,5344677,-3,2,"[3, 3, 2, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
olivia,2778220,8844,0,"[3, 2, 3, 2, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
fucktastic,1301282,87,1,"[2, 3, 2, 2, 2]",2.2,0.4,"['none', 'non_offensive', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
orangina,331900,7,2,"[2, 1, 1, 2, 1]",1.4,0.489897949,"['none', 'all_offensive', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
scooby,8254258,0,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
emilio,2927181,569,1,"[2, 3, 1, 1, 1]",1.6,0.8,"['none', 'none', 'none', 'none', 'non_offensive']",3,familiar_no,opinion,proper_noun_yes,formal_yes
oj,83280,381,0,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'none', 'none', 'non_offensive', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_no
chronic,8226098,-1,2,"[2, 2, 2, 2, 1]",1.8,0.4,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_no
killing fields,88412,24,1,"[3, 2, 1, 2, 2]",2,0.632455532,"['none', 'none', 'all_offensive', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
zomg,1111869,-4,2,"[3, 1, 2, 2, 1]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
house frau,1859343,-5,1,"[2, 3, 2, 2, 2]",2.2,0.4,"['none', 'none', 'all_offensive', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
turd burglar,8316432,-1,2,"[2, 3, 2, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
pud,343742,509,0,"[2, 2, 2, 2, 2]",2,0,"['none', 'non_offensive', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
fox news,3395135,-272,2,"[2, 2, 3, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'all_offensive']",6,familiar_yes,both,proper_noun_yes,formal_yes
zipper,5542549,-2,2,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
bae,7068976,6013,1,"[3, 2, 3, 3, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
muslim,4078557,210,2,"[3, 1, 1, 3, 3]",2.2,0.979795897,"['none', 'none', 'all_offensive', 'all_offensive', 'none']",7,familiar_yes,opinion,proper_noun_no,formal_no
sandy,2664042,1232,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,opinion,proper_noun_yes,formal_unclear
peacocking,6190908,35,1,"[2, 3, 2, 3, 2]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",4,familiar_yes,meaning,proper_noun_no,formal_no
shisty,686588,-35,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
nick,1874926,423,2,"[1, 1, 1, 1, 1]",1,0,"['all_offensive', 'none', 'all_offensive', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
poop,2475869,-4,2,"[2, 3, 2, 2, 3]",2.4,0.489897949,"['non_offensive', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
cumbubble,830142,8,1,"[2, 3, 2, 3, 1]",2.2,0.748331477,"['all_offensive', 'none', 'all_offensive', 'all_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
indie,762531,6341,0,"[1, 3, 3, 1, 3]",2.2,0.979795897,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
cruddie,717062,26,1,"[1, 1, 2, 2, 1]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
pd,1012368,-54,2,"[1, 1, 2, 2, 2]",1.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
teagan,6222146,514,0,"[2, 3, 2, 1, 2]",2,0.632455532,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
heazy,794147,-1,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
dude,333360,-13,2,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'non_offensive', 'none', 'none', 'none']",8,familiar_no,opinion,proper_noun_no,formal_no
white russian,49406,509,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_yes,meaning,proper_noun_no,formal_no
preppy,996977,2877,1,"[3, 1, 3, 1, 3]",2.2,0.979795897,"['none', 'non_offensive', 'all_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
swiatched,266074,1,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
cutter,1086041,1201,0,"[2, 3, 3, 3, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_no
zainab,1713645,544,0,"[3, 3, 2, 3, 3]",2.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
jensen,5941934,131,1,"[3, 2, 2, 3, 2]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
acdc,682468,694,0,"[1, 2, 1, 1, 1]",1.2,0.4,"['non_offensive', 'non_offensive', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
gimp,1390514,-22,2,"[3, 1, 2, 3, 1]",2,0.894427191,"['non_offensive', 'non_offensive', 'none', 'all_offensive', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
real world,303854,480,0,"[2, 3, 2, 1, 1]",1.8,0.748331477,"['none', 'none', 'none', 'non_offensive', 'none']",4,familiar_no,both,proper_noun_no,formal_no
shazam,1045689,244,0,"[2, 1, 1, 2, 1]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_no
terf,5671188,691,0,"[2, 2, 2, 2, 1]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
neck,2669774,412,1,"[2, 2, 2, 2, 3]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_no
wisconsin,246891,1158,1,"[2, 2, 3, 2, 3]",2.4,0.489897949,"['all_offensive', 'none', 'none', 'non_offensive', 'all_offensive']",6,familiar_no,meaning,proper_noun_yes,formal_no
shit,1479109,33856,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_no
jologs,1827275,11,1,"[1, 1, 1, 3, 2]",1.6,0.8,"['all_offensive', 'all_offensive', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
geek,5389125,3,2,"[3, 1, 2, 3, 2]",2.2,0.748331477,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
buffalo,1325442,185,1,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'none', 'non_offensive', 'non_offensive', 'none']",6,familiar_no,both,proper_noun_yes,formal_no
napolean dynamite,1078628,137,1,"[3, 3, 2, 2, 3]",2.6,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",4,familiar_no,opinion,proper_noun_no,formal_no
bonah,5357544,20,0,"[3, 2, 3, 1, 3]",2.4,0.8,"['none', 'non_offensive', 'non_offensive', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
sleep,2081434,395,2,"[2, 2, 1, 1, 2]",1.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,opinion,proper_noun_no,formal_yes
ricer,559902,8324,0,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
trash,8385722,400,0,"[1, 3, 3, 3, 3]",2.6,0.8,"['all_offensive', 'none', 'all_offensive', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
confuddled,1358849,16,1,"[2, 3, 3, 2, 2]",2.4,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
wayne rooney,5043833,16,2,"[2, 2, 3, 2, 2]",2.2,0.4,"['none', 'none', 'all_offensive', 'all_offensive', 'none']",4,familiar_no,meaning,proper_noun_yes,formal_no
lsd,1593854,620,1,"[3, 2, 2, 2, 3]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_yes
neveruary,4985079,-4,2,"[3, 3, 3, 1, 3]",2.6,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
roy,2798181,504,1,"[2, 3, 2, 3, 1]",2.2,0.748331477,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,opinion,proper_noun_no,formal_yes
michigan,923026,690,2,"[1, 2, 1, 2, 1]",1.4,0.489897949,"['none', 'non_offensive', 'all_offensive', 'non_offensive', 'none']",6,familiar_no,meaning,proper_noun_yes,formal_yes
squidgy,6139093,760,0,"[2, 2, 1, 2, 1]",1.6,0.489897949,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
dw,1281748,231,1,"[3, 2, 2, 1, 3]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
hannah,1715674,7474,0,"[1, 2, 2, 2, 1]",1.6,0.489897949,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_yes,formal_no
std,3092670,953,1,"[3, 3, 2, 2, 3]",2.6,0.489897949,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",6,familiar_no,both,proper_noun_no,formal_no
prick,106126,7924,0,"[3, 3, 3, 3, 3]",3,0,"['all_offensive', 'none', 'all_offensive', 'all_offensive', 'all_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_no
wankered,193104,-4,2,"[3, 3, 1, 3, 3]",2.6,0.8,"['non_offensive', 'none', 'non_offensive', 'all_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
bol,4685517,150,0,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
lime,972139,375,1,"[3, 3, 2, 2, 2]",2.4,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'all_offensive', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
baby shower,4769537,120,0,"[2, 1, 1, 2, 1]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
boomer,2322114,183,1,"[2, 2, 3, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
stoner,416993,8894,0,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
stick figure,2938157,14,2,"[2, 2, 2, 3, 3]",2.4,0.489897949,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
indie kid,1649249,2373,0,"[1, 3, 2, 1, 3]",2,0.894427191,"['none', 'none', 'non_offensive', 'none', 'all_offensive']",6,familiar_no,opinion,proper_noun_no,formal_no
anna,5972849,-45,2,"[1, 1, 2, 3, 3]",2,0.894427191,"['none', 'none', 'none', 'all_offensive', 'non_offensive']",6,familiar_no,opinion,proper_noun_yes,formal_no
gully,3292707,-12,2,"[2, 2, 1, 1, 1]",1.4,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
american eagle,1085081,-11,2,"[3, 3, 3, 2, 3]",2.8,0.4,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",6,familiar_no,both,proper_noun_yes,formal_no
kanye west,560455,-74,2,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,both,proper_noun_yes,formal_no
scrod,3199737,142,0,"[2, 1, 1, 1, 1]",1.2,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
