word,defid,score,place,rankings,average_ranking,std_ranking,equal,log_bin,familiar,meaning_opinion,proper_noun,formal
dominic,3653379,396,2,"[2, 2, 2, 3, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
pick,646395,90,1,"[3, 3, 2, 3, 3]",2.8,0.4,"['non_offensive', 'non_offensive', 'none', 'none', 'none']",4,familiar_yes,meaning,proper_noun_yes,formal_yes
roody,1050587,1,1,"[1, 1, 2, 1, 3]",1.6,0.8,"['none', 'none', 'none', 'none', 'all_offensive']",1,familiar_no,meaning,proper_noun_no,formal_no
spek,81066,3,0,"[2, 2, 2, 2, 2]",2,0,"['none', 'all_offensive', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
bone,6111612,3,2,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,meaning,proper_noun_no,formal_no
you lie!,4234681,155,2,"[1, 3, 1, 1, 1]",1.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
stick figure,4342010,37,1,"[3, 3, 3, 1, 2]",2.4,0.8,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'none']",2,familiar_yes,meaning,proper_noun_no,formal_yes
beautiful,1185606,3999,1,"[2, 1, 3, 1, 1]",1.6,0.8,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_yes,formal_no
myspace,1368715,8012,1,"[1, 3, 1, 1, 2]",1.6,0.8,"['none', 'none', 'all_offensive', 'none', 'none']",8,familiar_no,opinion,proper_noun_no,formal_yes
mostestest,3562743,5,1,"[3, 3, 2, 1, 3]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
death,1466486,-7,2,"[2, 3, 3, 3, 3]",2.8,0.4,"['non_offensive', 'non_offensive', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_yes
sydney,3058400,5847,0,"[3, 3, 3, 1, 3]",2.6,0.8,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_yes,formal_no
russin,253125,-1,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
bross,6001238,18,0,"[3, 3, 3, 2, 2]",2.6,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
peta,137614,5427,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_yes,formal_yes
nigger,2001939,90913,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
scuzz,1417782,36,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'all_offensive', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_yes,formal_no
marijuana,1002906,6422,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'all_offensive', 'none', 'none', 'none']",7,familiar_no,opinion,proper_noun_no,formal_no
calypso,9925308,1,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,opinion,proper_noun_no,formal_no
midget,5918811,0,2,"[3, 3, 2, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
bacon,1871193,3098,0,"[3, 3, 3, 1, 3]",2.6,0.8,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_yes
plonker,166730,-69,2,"[2, 2, 2, 1, 1]",1.6,0.489897949,"['all_offensive', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
86,1068086,2090,0,"[1, 2, 3, 3, 3]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
rip,10000,427,1,"[2, 2, 1, 1, 2]",1.6,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
yellow porn,381380,41,1,"[2, 3, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
clutch,1581805,1286,1,"[2, 2, 1, 3, 2]",2,0.632455532,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_no
fml,4216074,9038,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'non_offensive', 'non_offensive', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
pope,4052699,-8,2,"[1, 1, 3, 1, 1]",1.4,0.8,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",5,familiar_no,opinion,proper_noun_no,formal_no
brown wings,938869,457,0,"[2, 1, 1, 1, 1]",1.2,0.4,"['non_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
feeb,277354,167,0,"[1, 2, 2, 2, 2]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",3,familiar_yes,meaning,proper_noun_no,formal_no
lol,4090033,205,2,"[1, 2, 2, 2, 1]",1.6,0.489897949,"['non_offensive', 'none', 'none', 'none', 'none']",8,familiar_yes,both,proper_noun_no,formal_no
bi-winning,5661896,2,2,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
megan,2104942,10471,0,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'none', 'none', 'non_offensive']",7,familiar_no,both,proper_noun_yes,formal_yes
marta,326266,-94,2,"[1, 2, 1, 1, 1]",1.2,0.4,"['none', 'all_offensive', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_yes,formal_no
bawls,91491,10,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,opinion,proper_noun_no,formal_no
fan fiction,891430,205,1,"[3, 3, 3, 3, 2]",2.8,0.4,"['non_offensive', 'none', 'none', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
fagbag,2016360,-11,2,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'all_offensive', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
goon,2556443,1429,0,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
deutsch,3103649,108,1,"[3, 3, 2, 3, 3]",2.8,0.4,"['none', 'none', 'non_offensive', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
soup,2896763,120,0,"[3, 2, 2, 2, 2]",2.2,0.4,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
buck,3126437,-1,2,"[3, 1, 3, 3, 3]",2.6,0.8,"['none', 'all_offensive', 'none', 'none', 'non_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
maine,1417820,627,0,"[2, 3, 2, 3, 2]",2.4,0.489897949,"['none', 'all_offensive', 'none', 'none', 'none']",5,familiar_yes,opinion,proper_noun_yes,formal_no
hijacking,5890001,5,0,"[3, 1, 1, 2, 1]",1.6,0.8,"['non_offensive', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
nignog,1414019,831,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
guap,2887086,-65,2,"[3, 3, 3, 1, 1]",2.2,0.979795897,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_yes,meaning,proper_noun_yes,formal_yes
smarmy,2098005,213,1,"[2, 3, 1, 1, 2]",1.8,0.748331477,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'all_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
slore,280217,2000,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'all_offensive', 'all_offensive', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
taxi,1291448,56,1,"[3, 2, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'all_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
blah,1473954,532,1,"[3, 2, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,meaning,proper_noun_no,formal_no
halfwit,543429,152,1,"[2, 3, 3, 1, 2]",2.2,0.748331477,"['none', 'none', 'none', 'none', 'all_offensive']",2,familiar_no,opinion,proper_noun_no,formal_no
chiefy,4379775,18,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'non_offensive', 'non_offensive', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
scene kid,5940340,0,2,"[3, 2, 1, 1, 3]",2,0.894427191,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
mayonaise,5848908,-3,2,"[2, 1, 2, 2, 2]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
townie,155278,2386,0,"[1, 2, 3, 1, 3]",2,0.894427191,"['all_offensive', 'none', 'all_offensive', 'all_offensive', 'all_offensive']",7,familiar_no,both,proper_noun_no,formal_no
shipwreck,5095349,12,1,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_yes
windows vista,1506364,424,1,"[1, 1, 2, 1, 1]",1.2,0.4,"['non_offensive', 'all_offensive', 'all_offensive', 'none', 'none']",5,familiar_no,opinion,proper_noun_no,formal_unclear
dank,66398,6268,1,"[1, 3, 3, 1, 1]",1.8,0.979795897,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
marisa,3917161,-263,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_yes,formal_no
deuces,5111833,-27,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
world cup,694119,-57,2,"[3, 2, 2, 3, 1]",2.2,0.748331477,"['none', 'none', 'none', 'none', 'none']",4,familiar_yes,meaning,proper_noun_no,formal_yes
squid,620003,966,1,"[1, 1, 1, 3, 1]",1.4,0.8,"['none', 'none', 'none', 'non_offensive', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
gleek,108317,2911,0,"[3, 3, 2, 2, 2]",2.4,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
plips,215683,8,0,"[2, 2, 1, 2, 2]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
fallout 3,3613602,344,1,"[1, 1, 3, 1, 1]",1.4,0.8,"['none', 'none', 'non_offensive', 'none', 'none']",3,familiar_no,both,proper_noun_yes,formal_no
spiderman,858068,1222,1,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,opinion,proper_noun_yes,formal_no
barackracy,4527030,8,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'non_offensive', 'non_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
tc,903093,735,0,"[3, 3, 2, 2, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
barackracy,2994200,39,1,"[3, 2, 3, 3, 3]",2.8,0.4,"['none', 'none', 'non_offensive', 'non_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
kurt cobain,3789857,23,2,"[2, 1, 2, 3, 3]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
dickhead,251263,1388,1,"[2, 2, 2, 3, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
blood,14749,13,2,"[3, 3, 2, 2, 2]",2.4,0.489897949,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_yes
ipod,2010426,-4,2,"[1, 2, 1, 1, 3]",1.6,0.8,"['none', 'all_offensive', 'none', 'none', 'all_offensive']",7,familiar_no,opinion,proper_noun_no,formal_no
skid,2180164,107,0,"[2, 3, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
united states of america,1000953,836,1,"[2, 3, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_yes,formal_no
truff,3629555,23,0,"[1, 3, 1, 1, 1]",1.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_unclear
tate,2613999,1079,0,"[2, 2, 2, 3, 2]",2.2,0.4,"['none', 'none', 'all_offensive', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
mf,182998,197,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_yes,meaning,proper_noun_no,formal_no
sydney,8203304,7,2,"[1, 1, 2, 2, 2]",1.6,0.489897949,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,opinion,proper_noun_yes,formal_yes
sesshoumaru,1343392,106,0,"[2, 2, 1, 2, 1]",1.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_yes,formal_no
doozies,5973260,-5,2,"[3, 2, 3, 2, 3]",2.6,0.489897949,"['none', 'none', 'non_offensive', 'non_offensive', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
punk rock,839655,2172,0,"[2, 2, 2, 2, 3]",2.2,0.4,"['none', 'none', 'none', 'none', 'non_offensive']",6,familiar_no,opinion,proper_noun_no,formal_yes
french breakfast,2819642,44,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
willy-willy,1287135,16,0,"[1, 1, 2, 1, 1]",1.2,0.4,"['none', 'non_offensive', 'non_offensive', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
ballsnack,8405446,0,2,"[3, 3, 3, 3, 3]",3,0,"['all_offensive', 'all_offensive', 'all_offensive', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
ass jam,3735051,1,1,"[2, 2, 1, 1, 2]",1.6,0.489897949,"['none', 'none', 'all_offensive', 'all_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
fucktion,8072252,0,2,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
sluffin,777360,102,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
dike,250221,2294,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
trex,162601,-28,2,"[2, 1, 2, 2, 2]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,opinion,proper_noun_no,formal_no
banana,436200,-11,2,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
fucktard,8737,11122,0,"[1, 1, 1, 1, 3]",1.4,0.8,"['none', 'none', 'none', 'none', 'all_offensive']",8,familiar_no,meaning,proper_noun_no,formal_no
horny,7297300,27,2,"[2, 2, 1, 2, 1]",1.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,opinion,proper_noun_no,formal_no
teeny bopper,1303428,2711,1,"[1, 3, 1, 3, 3]",2.2,0.979795897,"['none', 'all_offensive', 'all_offensive', 'all_offensive', 'all_offensive']",6,familiar_no,opinion,proper_noun_no,formal_no
dirty d,6019265,48,1,"[2, 1, 2, 2, 2]",1.8,0.4,"['all_offensive', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
priya,2007488,597,0,"[1, 1, 2, 2, 2]",1.6,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_yes,formal_no
nigger,9142632,1,2,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",8,familiar_yes,meaning,proper_noun_no,formal_no
taint,5799859,1910,1,"[1, 1, 1, 2, 2]",1.4,0.489897949,"['all_offensive', 'all_offensive', 'none', 'none', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_no
fugly,4261647,-2,2,"[1, 1, 1, 1, 1]",1,0,"['all_offensive', 'all_offensive', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
perfect,4475068,13,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'non_offensive', 'none', 'none', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_yes
man brain,1834137,-4,1,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",1,familiar_no,both,proper_noun_no,formal_no
fuck stick,10836,400,1,"[2, 2, 2, 2, 3]",2.2,0.4,"['none', 'all_offensive', 'none', 'all_offensive', 'all_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
nipsicles,237125,2,2,"[2, 2, 2, 2, 2]",2,0,"['all_offensive', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
chicken dipper,6022596,1,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,opinion,proper_noun_no,formal_no
bacon bits,1450960,36,0,"[3, 3, 1, 3, 3]",2.6,0.8,"['none', 'none', 'non_offensive', 'none', 'all_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
kanye,4237692,773,0,"[3, 1, 2, 3, 2]",2.2,0.748331477,"['all_offensive', 'all_offensive', 'non_offensive', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
swiss,411785,340,0,"[2, 3, 2, 3, 2]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,opinion,proper_noun_yes,formal_yes
gothic,889008,385,1,"[1, 3, 3, 1, 1]",1.8,0.979795897,"['non_offensive', 'none', 'none', 'none', 'none']",6,familiar_yes,opinion,proper_noun_yes,formal_yes
system of a down,1644859,18,2,"[3, 1, 2, 1, 2]",1.8,0.748331477,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,opinion,proper_noun_yes,formal_unclear
thizzin,1080968,501,0,"[1, 3, 1, 1, 2]",1.6,0.8,"['none', 'non_offensive', 'none', 'non_offensive', 'all_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
doop,5163237,197,0,"[3, 2, 2, 3, 2]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
norn iron,1460890,186,0,"[3, 1, 2, 1, 3]",2,0.894427191,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
bitty,3954424,-19,2,"[1, 1, 1, 2, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
the used,881919,742,0,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_yes,formal_yes
dat boi,9700082,186,1,"[1, 2, 1, 2, 2]",1.6,0.489897949,"['none', 'non_offensive', 'non_offensive', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
nirvana,40009,3486,1,"[2, 3, 2, 2, 3]",2.4,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
oedipus,278933,128,0,"[2, 3, 3, 3, 3]",2.8,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_yes,formal_yes
obama,3745410,10374,1,"[2, 1, 3, 2, 2]",2,0.632455532,"['all_offensive', 'none', 'none', 'all_offensive', 'none']",7,familiar_no,opinion,proper_noun_yes,formal_yes
polar bear,1660290,-38,2,"[1, 1, 2, 1, 2]",1.4,0.489897949,"['none', 'none', 'none', 'all_offensive', 'non_offensive']",5,familiar_yes,meaning,proper_noun_yes,formal_yes
beer,155704,3632,1,"[1, 3, 3, 1, 2]",2,0.894427191,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_no,opinion,proper_noun_no,formal_yes
aibohphobia,2627378,-13,2,"[3, 3, 2, 1, 2]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_yes,meaning,proper_noun_no,formal_yes
munted,682560,740,0,"[3, 2, 2, 1, 2]",2,0.632455532,"['non_offensive', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
piff,1131353,998,0,"[2, 1, 1, 1, 3]",1.6,0.8,"['none', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
emilio,3209058,987,0,"[3, 1, 2, 3, 2]",2.2,0.748331477,"['none', 'none', 'none', 'none', 'non_offensive']",3,familiar_no,opinion,proper_noun_yes,formal_no
fiddle faddle,4700528,-1,1,"[2, 3, 1, 3, 3]",2.4,0.8,"['all_offensive', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
slore,5651019,2,2,"[2, 2, 3, 2, 2]",2.2,0.4,"['none', 'all_offensive', 'all_offensive', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
cool beans,177384,-2,2,"[3, 2, 3, 2, 1]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
token black guy,1059511,926,1,"[2, 3, 1, 3, 3]",2.4,0.8,"['none', 'all_offensive', 'all_offensive', 'non_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
slipknot,1022340,3328,0,"[1, 1, 2, 3, 1]",1.6,0.8,"['none', 'none', 'none', 'none', 'none']",8,familiar_no,opinion,proper_noun_no,formal_no
oi,815880,-42,2,"[1, 1, 3, 1, 1]",1.4,0.8,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
deuces,85171,2319,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
chronic,109994,8718,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_no
dinger,4083675,454,0,"[2, 3, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'non_offensive', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
democrat,1598696,-18,2,"[3, 2, 3, 1, 3]",2.4,0.8,"['all_offensive', 'all_offensive', 'none', 'none', 'all_offensive']",7,familiar_yes,meaning,proper_noun_no,formal_yes
